Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
Frequent Traveler,10.0,Leisure Trip,Comfort,2782.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,4.0,0.0,0.0,Netherlands,1936.0,dissatisfied
Frequent Traveler,68.0,Work Commute,First Class,104.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,3.0,France,1988.0,satisfied
Frequent Traveler,50.0,Work Commute,First Class,3454.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,2.0,Sweden,1956.0,satisfied
Frequent Traveler,31.0,Work Commute,First Class,4986.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,27.0,44.0,Sweden,1949.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,74.0,0.0,5.0,0.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,0.0,0.0,Germany,2005.0,satisfied
Frequent Traveler,51.0,Leisure Trip,Standard,1602.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,3.0,4.0,Sweden,2016.0,dissatisfied
Occasional Traveler,24.0,Work Commute,Standard,2797.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,0.0,Spain,2003.0,satisfied
Occasional Traveler,39.0,Work Commute,First Class,2064.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,0.0,0.0,Italy,1991.0,dissatisfied
Occasional Traveler,25.0,Work Commute,Standard,2662.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,1.0,3.0,France,1951.0,satisfied
Frequent Traveler,21.0,Leisure Trip,Standard,982.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Italy,1974.0,satisfied
Frequent Traveler,27.0,Work Commute,First Class,2682.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,Germany,1929.0,dissatisfied
Frequent Traveler,34.0,Leisure Trip,Standard,1684.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,20.0,Norway,2009.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,1596.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,9.0,0.0,Belgium,2001.0,satisfied
Frequent Traveler,53.0,Work Commute,First Class,1524.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0,10.0,Switzerland,2005.0,satisfied
Frequent Traveler,31.0,Leisure Trip,Standard,1918.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,21.0,12.0,Switzerland,1999.0,dissatisfied
Frequent Traveler,13.0,Leisure Trip,Standard,1576.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,France,1954.0,satisfied
Frequent Traveler,48.0,Leisure Trip,Standard,2003.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,0.0,0.0,Norway,1931.0,dissatisfied
Occasional Traveler,29.0,Work Commute,First Class,2242.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,Belgium,2017.0,satisfied
Occasional Traveler,80.0,Work Commute,Standard,1444.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,Italy,2008.0,dissatisfied
Frequent Traveler,13.0,Work Commute,First Class,2652.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,0.0,0.0,France,2019.0,satisfied
Frequent Traveler,44.0,Work Commute,Standard,2522.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,Austria,2019.0,dissatisfied
Occasional Traveler,55.0,Work Commute,Standard,1562.0,3.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,0.0,0.0,Germany,1975.0,dissatisfied
Frequent Traveler,62.0,Work Commute,First Class,649.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,29.0,22.0,Italy,1983.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,3115.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Germany,2012.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,3975.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,Germany,2017.0,dissatisfied
Frequent Traveler,46.0,Work Commute,First Class,3126.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,France,1999.0,satisfied
Frequent Traveler,43.0,Leisure Trip,Standard,303.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,0.0,0.0,Austria,1986.0,satisfied
Occasional Traveler,37.0,Work Commute,Standard,2381.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,0.0,0.0,Germany,1975.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,820.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,34.0,27.0,Germany,1994.0,satisfied
Frequent Traveler,36.0,Work Commute,Standard,1472.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,8.0,0.0,Switzerland,2004.0,dissatisfied
Frequent Traveler,47.0,Work Commute,First Class,2469.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,Norway,1942.0,satisfied
Frequent Traveler,22.0,Leisure Trip,Standard,1101.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,30.0,38.0,France,2002.0,dissatisfied
Frequent Traveler,31.0,Work Commute,First Class,4743.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,5.0,0.0,0.0,Austria,2000.0,satisfied
Frequent Traveler,44.0,Work Commute,First Class,1594.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,Germany,1948.0,satisfied
Frequent Traveler,55.0,Leisure Trip,Standard,2499.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,17.0,8.0,Sweden,1983.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,603.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,0.0,Switzerland,1997.0,satisfied
Frequent Traveler,20.0,Leisure Trip,Standard,2339.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,Austria,1964.0,satisfied
Frequent Traveler,41.0,Work Commute,First Class,450.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,Italy,1930.0,dissatisfied
Frequent Traveler,46.0,Work Commute,First Class,1897.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,Belgium,1995.0,satisfied
Frequent Traveler,49.0,Work Commute,First Class,1423.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,0.0,France,1945.0,satisfied
Frequent Traveler,79.0,Work Commute,Standard,2151.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,4.0,0.0,0.0,France,1945.0,satisfied
Frequent Traveler,36.0,Work Commute,First Class,3179.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,62.0,65.0,Switzerland,1931.0,satisfied
Frequent Traveler,45.0,Leisure Trip,Standard,1635.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,Switzerland,1941.0,satisfied
Frequent Traveler,35.0,Work Commute,First Class,3201.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,France,1965.0,dissatisfied
Frequent Traveler,43.0,Leisure Trip,Standard,1994.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,0.0,11.0,Austria,1930.0,dissatisfied
Frequent Traveler,67.0,Leisure Trip,Standard,383.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,8.0,0.0,Netherlands,1930.0,satisfied
Frequent Traveler,51.0,Work Commute,First Class,870.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,Germany,1977.0,satisfied
Frequent Traveler,25.0,Leisure Trip,Standard,2206.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,0.0,France,2003.0,satisfied
Frequent Traveler,34.0,Work Commute,First Class,2759.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,2.0,France,2020.0,satisfied
Frequent Traveler,57.0,Work Commute,First Class,3034.0,1.0,3.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,21.0,8.0,Netherlands,2007.0,dissatisfied
Frequent Traveler,34.0,Work Commute,First Class,3448.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,0.0,0.0,Netherlands,1935.0,satisfied
Frequent Traveler,54.0,Work Commute,First Class,3026.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,0.0,0.0,Netherlands,1992.0,satisfied
Occasional Traveler,25.0,Work Commute,Standard,2450.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,0.0,0.0,Belgium,1934.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,371.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,1.0,Spain,2018.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,2918.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,22.0,25.0,Spain,1995.0,satisfied
Frequent Traveler,37.0,Work Commute,First Class,1944.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,6.0,0.0,Norway,1961.0,satisfied
Frequent Traveler,14.0,Work Commute,Comfort,2529.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,0.0,Netherlands,2009.0,dissatisfied
Frequent Traveler,26.0,Work Commute,Comfort,1714.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,Spain,1948.0,dissatisfied
Frequent Traveler,17.0,Leisure Trip,Comfort,2727.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,Norway,1945.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,424.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,11.0,0.0,Italy,1981.0,satisfied
Frequent Traveler,68.0,Leisure Trip,Comfort,3070.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,3.0,5.0,6.0,4.0,Italy,1979.0,dissatisfied
Frequent Traveler,51.0,Work Commute,First Class,2317.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,2.0,Austria,1980.0,satisfied
Frequent Traveler,22.0,Work Commute,First Class,4537.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,Switzerland,1943.0,satisfied
Frequent Traveler,23.0,Leisure Trip,Standard,1904.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,Belgium,1955.0,satisfied
Frequent Traveler,35.0,Work Commute,First Class,1733.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,Switzerland,2008.0,dissatisfied
Frequent Traveler,66.0,Leisure Trip,Standard,1382.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,Norway,2004.0,dissatisfied
Frequent Traveler,50.0,Leisure Trip,Standard,586.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,Austria,1949.0,satisfied
Frequent Traveler,28.0,Leisure Trip,Standard,2004.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,Belgium,1939.0,satisfied
Frequent Traveler,50.0,Leisure Trip,Standard,1800.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,Belgium,1983.0,dissatisfied
Frequent Traveler,42.0,Work Commute,First Class,3681.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,France,1974.0,satisfied
Frequent Traveler,9.0,Leisure Trip,Comfort,2287.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,4.0,1.0,27.0,9.0,Italy,1981.0,dissatisfied
Occasional Traveler,39.0,Work Commute,First Class,1569.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,11.0,14.0,Spain,1978.0,dissatisfied
Occasional Traveler,22.0,Work Commute,Standard,3015.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,Germany,1995.0,satisfied
Frequent Traveler,24.0,Leisure Trip,Standard,2621.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,37.0,30.0,Italy,1994.0,satisfied
Frequent Traveler,36.0,Work Commute,First Class,3511.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,Norway,1975.0,dissatisfied
Occasional Traveler,38.0,Work Commute,Standard,1903.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,0.0,3.0,Netherlands,1970.0,dissatisfied
Frequent Traveler,49.0,Work Commute,First Class,3699.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,0.0,Austria,1977.0,satisfied
Frequent Traveler,28.0,Leisure Trip,Comfort,4273.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Netherlands,1978.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,3458.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Italy,1936.0,satisfied
Frequent Traveler,37.0,Work Commute,First Class,3175.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,France,1991.0,satisfied
Frequent Traveler,57.0,Work Commute,First Class,266.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,0.0,Belgium,1942.0,satisfied
Occasional Traveler,23.0,Work Commute,Standard,2047.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,0.0,8.0,Netherlands,1931.0,satisfied
Occasional Traveler,25.0,Work Commute,Standard,1032.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,Spain,2006.0,dissatisfied
Frequent Traveler,27.0,Leisure Trip,Standard,1826.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,6.0,Germany,1935.0,dissatisfied
Occasional Traveler,26.0,Work Commute,First Class,2245.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,0.0,10.0,Norway,1983.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,60.0,0.0,5.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,Spain,1947.0,satisfied
Frequent Traveler,67.0,Leisure Trip,First Class,601.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,9.0,Austria,2008.0,dissatisfied
Frequent Traveler,62.0,Leisure Trip,Comfort,419.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,35.0,20.0,Austria,1948.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,406.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,Italy,1943.0,dissatisfied
Frequent Traveler,23.0,Work Commute,First Class,1855.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,7.0,23.0,Netherlands,1955.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,3288.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,Netherlands,1929.0,satisfied
Frequent Traveler,55.0,Work Commute,First Class,2842.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,0.0,Norway,1984.0,satisfied
Frequent Traveler,47.0,Leisure Trip,First Class,1029.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,24.0,39.0,Austria,1968.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,91.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,Sweden,1986.0,satisfied
Occasional Traveler,54.0,Work Commute,First Class,1660.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,Austria,1946.0,satisfied
Frequent Traveler,56.0,Work Commute,First Class,2746.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,32.0,France,1981.0,dissatisfied
Frequent Traveler,51.0,Work Commute,First Class,1845.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,Sweden,1994.0,satisfied
Occasional Traveler,29.0,Work Commute,Standard,2005.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,Norway,1977.0,satisfied
Frequent Traveler,58.0,Work Commute,First Class,779.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Austria,1978.0,satisfied
Frequent Traveler,37.0,Leisure Trip,Standard,1913.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,18.0,0.0,France,2008.0,dissatisfied
Frequent Traveler,42.0,Work Commute,First Class,1623.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,6.0,Sweden,1981.0,satisfied
Frequent Traveler,49.0,Leisure Trip,Standard,1423.0,4.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,0.0,0.0,Italy,1938.0,dissatisfied
Frequent Traveler,43.0,Work Commute,First Class,442.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,Netherlands,1947.0,dissatisfied
Frequent Traveler,56.0,Leisure Trip,First Class,57.0,1.0,0.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,Belgium,1932.0,dissatisfied
Frequent Traveler,27.0,Leisure Trip,Standard,2394.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,5.0,50.0,49.0,Netherlands,1996.0,dissatisfied
Frequent Traveler,40.0,Leisure Trip,Standard,2624.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,0.0,0.0,Germany,1939.0,dissatisfied
Frequent Traveler,42.0,Work Commute,First Class,3672.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,France,1958.0,satisfied
Occasional Traveler,28.0,Work Commute,First Class,2160.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,Belgium,1965.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,2371.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,3.0,Netherlands,1972.0,satisfied
Occasional Traveler,24.0,Work Commute,First Class,2071.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,0.0,2.0,Germany,1971.0,satisfied
Frequent Traveler,32.0,Leisure Trip,Standard,2796.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,0.0,Spain,1968.0,satisfied
Frequent Traveler,31.0,Work Commute,Comfort,2353.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,Netherlands,2005.0,satisfied
Frequent Traveler,23.0,Work Commute,First Class,4064.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,0.0,3.0,Belgium,1968.0,satisfied
Frequent Traveler,27.0,Leisure Trip,Standard,1572.0,4.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,Italy,2018.0,dissatisfied
Frequent Traveler,20.0,Leisure Trip,Standard,2119.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,11.0,2.0,Sweden,2005.0,dissatisfied
Frequent Traveler,43.0,Work Commute,First Class,1116.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,25.0,2.0,Belgium,1929.0,satisfied
Frequent Traveler,31.0,Work Commute,Standard,1932.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,31.0,37.0,Switzerland,1936.0,dissatisfied
Frequent Traveler,62.0,Leisure Trip,Standard,2439.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,4.0,5.0,38.0,54.0,Belgium,1970.0,satisfied
Frequent Traveler,17.0,Leisure Trip,Standard,1804.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,18.0,13.0,Switzerland,2000.0,dissatisfied
Frequent Traveler,36.0,Leisure Trip,Comfort,1420.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,5.0,0.0,0.0,Italy,2014.0,dissatisfied
Occasional Traveler,39.0,Work Commute,First Class,2068.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,0.0,40.0,Sweden,1954.0,satisfied
Frequent Traveler,70.0,Leisure Trip,Standard,2605.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,0.0,0.0,Netherlands,2002.0,dissatisfied
Frequent Traveler,23.0,Work Commute,First Class,3528.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,0.0,0.0,Germany,1937.0,satisfied
Frequent Traveler,10.0,Leisure Trip,Standard,3509.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,3.0,Norway,2007.0,dissatisfied
Occasional Traveler,39.0,Work Commute,Standard,1447.0,3.0,0.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,7.0,Germany,1964.0,dissatisfied
Frequent Traveler,44.0,Leisure Trip,Standard,2016.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,2.0,Austria,1943.0,dissatisfied
Frequent Traveler,47.0,Work Commute,First Class,1785.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,Netherlands,2013.0,satisfied
Frequent Traveler,61.0,Leisure Trip,Standard,2529.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,0.0,0.0,Sweden,1987.0,dissatisfied
